;0;1;2;3;4;5;6;7
vars;Heating plant sensible load;Cooling + dehum plant load;Lighting gain;Equipment gain;Solar gain;People gain;Humidification plant load;ApSys air supply
0701 Debriefing lokaal 2;533.6258125;44.2191484375;240.085109375;195.45600000000002;570.26675;1465.92;0.0;229.966796875
0702 Regiekamer;422.72025;76.8274140625;242.5283125;371.36640625;555.828625;244.32;0.0;35.562889099121094
0703 High fidelity 1;1771.56175;916.9415;734.75175;3583.3605000000002;2671.981;977.28;0.0;139.34458923339844
0704 Debriefing lokaal 3;413.00309375;58.7494453125;244.80865625;195.45600000000002;421.6635;1465.92;0.0;229.92010498046875
0705 Debriefing lokaal 4;414.00631250000004;54.5047578125;244.80865625;195.45600000000002;373.84668750000003;1465.92;0.0;229.92176818847656
0706 High fidelity 2;2068.1305;683.87225;726.119;3583.3605000000002;2001.505875;977.28;0.0;139.47862243652344
0707 Regimekamer 2 3;407.88146875;76.582609375;257.1875;397.2643125;510.16734375;488.64;0.0;74.57320404052734
0708 High fidelity 3;620.1364375;1041.8966875;489.6173125;3583.3605000000002;1014.9118125;977.28;0.0;149.52392578125
0709 Debriefing 5;425.63509375;49.3297578125;248.392046875;195.45600000000002;511.16728125000003;1465.92;0.0;229.8768310546875
0710 High fidelity 4;853.126625;954.47475;489.6173125;3583.3605000000002;1100.359125;977.28;0.0;149.52734375
0711 Regiekamer 4 5;464.70662500000003;59.71313671875;241.2253125;372.0179375;516.115125;488.64;0.0;74.8200454711914
0712 High fidelity 5;705.5503125;999.3256250000001;493.03781250000003;3583.3605000000002;1052.924625;977.28;0.0;149.4723358154297
0713 Debriefing lokaal 6;1459.286875;209.5188125;257.8390625;195.45600000000002;1859.059625;1465.92;0.0;225.91201782226562
0714 Berging;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0715 High fidelity 6;224.258515625;696.4105625;560.3071875;3583.3605000000002;0.0;977.28;0.0;157.38973999023438
0716 Regiekamer 6;181.875390625;4.5742265625;222.1683125;352.30946875;0.0;244.32;0.0;39.777198791503906
0717 Berging;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0718 Kleedkamer;285.39446875;0.0;335.53284375;0.0;0.0;2931.84;0.0;466.91729736328125
0719 Ontvangsruimte;1904.42975;216.146765625;492.54909375;651.520125;2527.25275;4886.400000000001;0.0;768.0321655273438
0740 [GEN] Core;49.1533359375;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0750 Centrale ruimte;883.7895;0.0;396.44993750000003;186.00896875;1447.938375;0.0;0.0;0.0
0751 Centrale ruimte;353.02084375;0.0;392.052125;186.660484375;1458.7003750000001;0.0;0.0;0.0
0801 Technical space;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
060301 Apotheek sim;932.2145625;2191.5505;251.48675;3583.3605000000002;1663.163875;610.8000000000001;0.0;88.58997344970703
060302 Apotheek debrief;253.47484375000002;2352.8625;179.330875;3583.3605000000002;496.71531250000004;977.28;0.0;152.46588134765625
061101 Observatieruimte;92.13153125000001;9.0130849609375;459.15875;114.016;0.0002828863561153412;855.12;0.0;137.56336975097656
061102 Lokaal 1;87.5058515625;16.488595703125;279.827875;114.016;8.964069187641144e-05;855.12;0.0;136.76956176757812
061103 Lokaal 2;72.1607578125;18.060560546875;211.744;114.016;1.196369140625;855.12;0.0;136.4276580810547
061104 Lokaal 3;71.337765625;18.064896484375;212.88415625000002;114.016;0.2697500305175781;855.12;0.0;136.4275665283203
061105 Lokaal 4;70.76390625;15.7963681640625;207.99775;114.016;0.24870150756835938;855.12;0.0;136.39476013183594
061106 Lokaal 5;56.1592890625;8.11949853515625;209.3008125;114.016;0.004034268856048584;855.12;0.0;136.4127655029297
061107 Lokaal 6;47.47178125;6.85992919921875;215.32734375;114.016;0.0;855.12;0.0;136.44345092773438
