Level;Number;Name;BARC_SPC_CATEGORY;BARC_SPC_GROUP_CLASS0;BARC_SPC_GROUP_CLASS1;BARC_SPC_KEY;Area;IES_AREA;Volume;IES_OCCUPATION_REAL;IES_OCCUPATION_DESIGN;IES_PROFILE;BARC_REF_ACTIVITY_PEOPLE_SENSIBLE;BARC_REF_ACTIVITY_PEOPLE_LATENT;IES_LIGHT_DENSITY;IES_ILLUMINANCE;BARC_EA_PLUG_EQUIP1_PERAREA;BARC_EA_PLUG_EQUIP1_PERPERSON;BARC_EA_PLUG_EQUIP1_PERROOM;IES_PLUG_TOTAL;IES_PLUG_TOTAL_DENSITY;IES_INT_GAINS_TOTAL_DENSITY;IES_VENTILATION_TYPE;BARC_VENT_SUPPLY_DESIGN;Condition Type;BARC_SPC_HEAT_TEMP_SETPOINT;BARC_SPC_CLG_TEMP_SETPOINT;IES_COMF_RH_MIN;IES_COMF_RH_MAX;IES_HEAT_POWER_DENSITY;IES_COOL_POWER_DENSITY;
04;04.07.05;Lokaal 4;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.2;0.0;43.7;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.26679559323153;25.267762542468;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.07.03;Lokaal 2;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.7;0.0;45.3;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.183816536056;24.562440556476;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.07.01;Observatieruimte;EDUCATIONAL;04;EDU;[EDU] Communicatie;45.4;0.0;149.7;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;0.661348280865419;11.6214603873561;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.07.12;Lokaal 11;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.5;0.0;44.6;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.21874339096484;24.8593188232012;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
01;01.08;Debriefing lokaal 2;EDUCATIONAL;01;EDU;[EDU] VR/AR/MR;26.7;0.0;93.6;12;12;[Education] Training Room;75;40;5;500;10;15;0;447.4737;16.7296304777572;55.3777922132546;0;480;HeatedAndCooled;21.0;25.0;0;0;0;0
01;01.06;ZLS venapunctie;EDUCATIONAL;01;EDU;[EDU] Technische vaardigheden;18.9;0.0;66.2;2;2;[Education] Training Room;75;40;10;500;0;15;0;30;1.58678735066016;19.520724103961;0;80;HeatedAndCooled;21.0;25.0;0;0;0;0
01;01.04;ZLS hechten;EDUCATIONAL;01;EDU;[EDU] Technische vaardigheden;22.4;0.0;78.3;2;2;[Education] Training Room;75;40;10;500;0;15;0;30;1.3416215732749;18.0497294396494;0;80;HeatedAndCooled;21.0;25.0;0;0;0;0
01;01.03;ZLS blaaskatheterisatie;EDUCATIONAL;01;EDU;[EDU] Technische vaardigheden;40.2;0.0;140.6;2;2;[Education] Training Room;75;40;10;500;0;15;0;30;0.746658702307175;14.479952213843;0;80;HeatedAndCooled;21.0;25.0;0;0;0;0
01;01.50;Centrale hal;EDUCATIONAL;01;EDU;[EDU] Circulation;146.2;0.0;511.6;0;0;[Education] Training Room;75;40;2;100;1;0;0;146.1825;1;3;0;0;Heated;18.0;28.0;0;0;0;0
01;01.10;Kantoor;OFFICE;01;EDU;[OF] Enclosed Office;32.3;0.0;113.2;6;6;[Office] Open Office;75;40;10;500;0;1;0;6;0.185574662872696;24.1036743783249;0;240;HeatedAndCooled;21.0;25.0;0;0;0;0
01;01.14;inkom;EDUCATIONAL;01;EDU;[EDU] Technische vaardigheden;97.9;0.0;342.8;21;21;[Education] Training Room;75;40;10;500;0;15;0;315;3.21625484990811;29.2975290994487;0;840;HeatedAndCooled;21.0;25.0;0;0;0;0
02;02.51;inkom;EDUCATIONAL;02;EDU;[EDU] Circulation;46.2;0.0;295.9;0;0;[Education] Training Room;75;40;2;100;1;0;0;46.2375;0.999999999999564;2.99999999999956;0;0;Heated;18.0;28.0;0;0;0;0
04;04.04;Debriefing lokaal 4;EDUCATIONAL;04;EDU;[EDU] Communicatie;23.0;0.0;76.0;12;12;[Education] Training Room;75;40;6;300;0;10;0;120;5.21342456826326;50.3141088302377;0;480;HeatedAndCooled;21.0;25.0;0;0;0;0
