,Cooling plant sensible load,Heating plant sensible load,AHU Cooling,AHU Heating
748,0,40942,0,0
749,0,40577,0,0
750,0,40230,0,0
751,0,176239,0,0
752,0,70542,0,0
753,0,35660,0,2630
754,0,25740,0,14837
755,0,20776,0,17181
756,0,16300,0,13491
757,0,27701,0,10918
758,0,15838,0,12490
759,0,13056,0,14478
760,0,18072,0,14298
761,0,37281,0,7917
762,0,68893,0,2758
763,0,1650,0,338
764,0,2881,0,21
765,0,10696,0,1
766,0,14975,0,0
767,0,17948,0,0
768,0,19460,0,0
769,0,20406,0,0
770,0,21300,0,0
771,0,21686,0,0
772,0,22034,0,0
773,0,22617,0,0
774,0,23542,0,0
775,0,163549,0,0
776,0,55437,0,5
777,0,23882,0,4040
778,0,15857,0,13726
779,0,11834,0,15297
780,0,8461,0,12115
781,0,13929,0,9495
782,0,7735,0,10514
783,0,7848,0,12174
784,0,10693,0,12136
785,0,26409,0,6817
786,0,58063,0,2587
787,0,1590,0,368
788,0,2972,0,24
789,0,9431,0,2
790,0,13110,0,0
791,0,15046,0,0
792,0,16147,0,0
793,0,16670,0,0
794,0,17474,0,0
795,0,18145,0,0
796,0,19300,0,0
797,0,21117,0,0
798,0,22606,0,0
799,0,161141,0,0
800,0,53632,0,6
801,0,21116,0,4510
802,0,12057,0,14873
803,0,9037,0,16105
804,0,7373,0,12119
805,0,13542,0,9333
806,0,7438,0,10272
807,0,6496,0,11474
808,0,8832,0,11091
809,0,20526,0,6116
810,0,50230,0,2131
811,0,1390,0,261
812,0,1506,0,16
813,0,3760,0,1
814,0,6107,0,0
815,0,7788,0,0
816,0,8734,0,0
817,0,9463,0,0
818,0,9941,0,0
819,0,10472,0,0
820,0,11096,0,0
821,0,11577,0,0
822,0,12001,0,0
823,0,146027,0,0
824,0,40927,0,4
825,0,13737,0,3151
826,0,7993,0,10409
827,0,5778,0,11828
828,0,4575,0,9399
829,0,8410,0,7127
830,367,3937,0,7625
831,1610,3312,0,8260
832,555,4702,0,7881
833,0,12356,0,4342
834,0,37336,0,1491
835,0,1208,0,174
836,0,1252,0,10
837,0,1361,0,1
838,0,2995,0,0
839,0,4675,0,0
840,0,5591,0,0
841,0,7138,0,0
842,0,8139,0,0
843,0,9109,0,0
844,0,9927,0,0
845,0,10708,0,0
846,0,11458,0,0
847,0,141366,0,0
848,0,38657,0,5
849,0,12759,0,3817
850,0,7182,0,13582
851,0,5063,0,16873
